filename,compound_name,area,compound_name_IS,area_IS,bmis_area,result_column
230810_Poo_G5_NFEX_Full8,"Glycine betaine 1(15N), 0(13C)",138376016.0,"Arsenobetaine, 13C2",620862976.0,0.22287690094118287,143870171.2224374
230810_Poo_G5_NFEX_Full9,"Glycine betaine 1(15N), 0(13C)",138743280.0,"Arsenobetaine, 13C2",616210752.0,0.22515556495839917,145341080.86327913
230810_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 0(13C)",18335056.0,"Arsenobetaine, 13C2",649602240.0,0.02822505045549104,18219666.66193487
230810_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 0(13C)",17318316.0,"Arsenobetaine, 13C2",657809024.0,0.026327270329450512,16994622.924683504
230810_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 0(13C)",18892772.0,"Arsenobetaine, 13C2",665541184.0,0.02838708175270488,18324260.141003843
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",204683664.0,"Arsenobetaine, 13C2",532375776.0,0.38447215900371845,248182180.8924134
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",222654864.0,"Arsenobetaine, 13C2",707928128.0,0.3145161990229607,203024625.76687065
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",201407360.0,"Arsenobetaine, 13C2",655992192.0,0.307027069005114,198190287.10985997
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",198903520.0,"Arsenobetaine, 13C2",617757568.0,0.3219766625343876,207840459.79119152
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",19380.0,"Arsenobetaine, 13C2",668645504.0,2.898396816259756e-05,18709.55870549828
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",17790.0,"Arsenobetaine, 13C2",656068480.0,2.7116071785677008e-05,17503.805348203306
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",84765640.0,"Arsenobetaine, 13C2",648285824.0,0.13075349924665328,84403220.99378617
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",99100768.0,"Arsenobetaine, 13C2",546801216.0,0.1812372853245447,116991214.25962879
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",148727312.0,"Arsenobetaine, 13C2",610043008.0,0.24379807661036254,157375084.08235684
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",549376192.0,"Arsenobetaine, 13C2",680284288.0,0.8075685440496312,521296842.4078012
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",508380992.0,"Arsenobetaine, 13C2",669855552.0,0.7589412231967289,489907223.53006154
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",593493888.0,"Arsenobetaine, 13C2",700186240.0,0.8476228953028269,547152488.9493047
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",210048400.0,"Arsenobetaine, 13C2",620907264.0,0.33829270839388986,218372696.65183955
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",174633776.0,"Arsenobetaine, 13C2",659452864.0,0.2648161612957981,170942553.07394743
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",201338928.0,"Arsenobetaine, 13C2",680675200.0,0.29579295381997167,190938507.90621096
